2024
""
"$ 7,264,787"
"627,852,613"
$ 11.57
""
"$ 7,264,787"
"7,198"
"$ 7,271,985"
"627,852,613"
"621,333"
"7,232,113"
"233,985"
"635,940,044"
$ 11.44
